normalized_manufacturer,ticker,country_exchange_code,fuzzy_score,fuzzy_method,source
LUTONIX,MDT,US,100,exact,original
CENTINEL SPINE,PRIVATE,PRIVATE,100,exact,original
MAINSTAY MEDICAL,MSTY,FR,100,exact,original
RICHARD WOLF,PRIVATE,PRIVATE,100,exact,original
CVRX,CVRX,US,100,exact,original
MAX MOBILITY,PRM,US,100,exact,original
VIVONIC,LIVN,US,100,exact,original
PHILIPS RESPIRONICS,PHIA,NL,100,exact,original
CHIARO TECHNOLOGY,PRIVATE,PRIVATE,100,exact,original
FUJIFILM,4901,JP,100,exact,original
ADIN DENTAL IMPLANTS,PRIVATE,PRIVATE,100,exact,original
MILLYARD ADVANCED MEDICAL PRODUCTS,UTHR,US,100,exact,original
OSTEOMED,PRIVATE,PRIVATE,100,exact,original
ACCLARENT,INlg,US,100,exact,original
EIT EMERGING IMPLANT TECHNOLOGIES,JNJ,US,100,exact,original
TERUMO PHILIPPINES,4543,JP,100,exact,original
DEPUY CMW,JNJ,US,100,exact,original
TULSA DENTAL PRODUCTS,XRAY,US,100,exact,original
ZIMMER BIOMET G K,ZBH,US,100,partial,fuzzy_match
ZIMMER BIOMET DENTAL CANADA,ZBH,US,100,partial,fuzzy_match
ZIMMER BIOMET CENTROAMERICA,ZBH,US,100,partial,fuzzy_match
ZIMMER BIOMET CANADA DFE,ZBH,US,100,partial,fuzzy_match
ZIM VIE,ZBH,US,100,partial,fuzzy_match
ZIBO INTCO MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHONGSHAN LEBO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHONGSHAN BLISS MEDICAL INSTRUMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHONGSHAN BLISS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHONGSHAN A AND J MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHERMACK,ZBH,US,100,partial,fuzzy_match
ZHENJIANG ASSURE MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHENJIANG ASSURE MEDICAL EQUIPMEN,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHENJIANG ASSURE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHEJIANG YUNSHANG YIDAN FOOD TECHNOLOGY,ZBH,US,100,partial,fuzzy_match
ZHEJIANG SHUYOU SURGICAL INSTRUMENT,ZBH,US,100,partial,fuzzy_match
ABBOTT PHARMACEUTICAL,ABT,US,100,partial,fuzzy_match
ABBOTT NUTRITION,ABT,US,100,partial,fuzzy_match
ABBOTT LABS,ABT,US,100,partial,fuzzy_match
ABBOTT LABARATORIES,ABT,US,100,partial,fuzzy_match
ABBOTT DIAGNOSTICS SCABOROUGH,ABT,US,100,partial,fuzzy_match
ABBOTT DIAGNOSTICS,ABT,US,100,partial,fuzzy_match
ABBOTT DIAGNOSTIC SCARBOROUGH,ABT,US,100,partial,fuzzy_match
ABBOTT DIABETES,ABT,US,100,partial,fuzzy_match
ABBOTT CARDIOVASCULAR,ABT,US,100,partial,fuzzy_match
ABBOTT AUTOMATION SOLUTIONS,ABT,US,100,partial,fuzzy_match
A TRUECARE BIOMEDIX,PRIVATE,PRIVATE,100,partial,fuzzy_match
A T S APPLICAZIONE TECNOLOGIE SPECIALI,ZBH,US,100,partial,fuzzy_match
ACCESSBIO INCORPORATE,BIM,FR,100,partial,fuzzy_match
ACCESS DENTAL LA,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACCESS DENTAL L,PRIVATE,PRIVATE,100,partial,fuzzy_match
ABIOMEND,BIM,FR,100,partial,fuzzy_match
ABIOMED IND,JNJ,US,100,partial,fuzzy_match
ABIOMED IN,JNJ,US,100,partial,fuzzy_match
ABIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ABBVIE MEDICAL DEVICE CENTER,PRIVATE,PRIVATE,100,partial,fuzzy_match
ABBVIE IRELAND NL BALLYTIVNAN,ABBV,US,100,partial,fuzzy_match
ABBOTTT,ABT,US,100,partial,fuzzy_match
ABBOTT VASCULARR,ABT,US,100,partial,fuzzy_match
ABBOTT ST JUDE MEDICAL CARDIOLOGY,ABT,US,100,partial,fuzzy_match
ABBOTT ST JUDE MEDICAL,ABT,US,100,partial,fuzzy_match
ADIN DENTAL IMPLANTS USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
AD TECH MEDICAL INSTRUMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACUTTUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACUTRONIC MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACQUIRE MED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACON BIOTECH,BIM,FR,100,partial,fuzzy_match
ACIST MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACIST MEDICAL SYSTEM,PRIVATE,PRIVATE,100,partial,fuzzy_match
ACE SURGICAL SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALIGN TECHNOLOGY COSTA RICA LA LIMA CENTER,ALGN,US,100,partial,fuzzy_match
ALCON LABORATORIES,ALC,US,100,partial,fuzzy_match
ALBAAD MASSUOT YITZHAK,ZBH,US,100,partial,fuzzy_match
AIZU OLYMPUS COUNTRY,7733,JP,100,partial,fuzzy_match
AIR LIQUIDE HEALTHCARE AMERICA,GALD,CH,100,partial,fuzzy_match
AGILENT TECHNOLOGIES,A,US,100,partial,fuzzy_match
AERIN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ADVANCED URO SOLUTIONS,HSIC,US,100,partial,fuzzy_match
ADVANCED STERILIZATION PRODUCTS SERVICES,ZBH,US,100,partial,fuzzy_match
ADVANCED STERILIZATION PRODUCTS CA 92618 US,ZBH,US,100,partial,fuzzy_match
ZHEJIANG ORIENT GENE BIOTECH,ZBH,US,100,partial,fuzzy_match
ZHEJIANG KELONGWEI MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZHEJIANG INNUOVO REHABILITATION DEVICES LTDZHE,ZBH,US,100,partial,fuzzy_match
ZHEJIANG INNUOVO REHABILITATION DEVICES,ZBH,US,100,partial,fuzzy_match
ZHEJIANG GONGDONG MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZFX,ZBH,US,100,partial,fuzzy_match
ZEVEX INTERNATIONAL,ZBH,US,100,partial,fuzzy_match
ZEVEK,ZBH,US,100,partial,fuzzy_match
ZEALAND PHARMA U S,ZBH,US,100,partial,fuzzy_match
ZAVATION MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ZAP SURGICAL SYSTEMS,ZBH,US,100,partial,fuzzy_match
YUKON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
YPSOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
YANGZHOU WEIDELI TRADING,ZBH,US,100,partial,fuzzy_match
YANGZHOU MEDLINE INDUSTRY,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALLMED INDUSTRIAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALLISON MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALLESEE ORTHODONTIC APPLIANCES,QDEL,US,100,partial,fuzzy_match
ALLERGAN SALES,ABBV,US,100,partial,fuzzy_match
ALLERGAN PLEASONTON,ABBV,US,100,partial,fuzzy_match
ALLERGAN PLEASANTON ALLERGAN AESTHETICS,ABBV,US,100,partial,fuzzy_match
ALLEN MEDICAL SYSTEM,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALL MED MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMSINO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMO,JNJ,US,100,partial,fuzzy_match
AMERICAN ORTHODONTICS,QDEL,US,100,partial,fuzzy_match
AMERICAN MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMERICAN BIO,BIM,FR,100,partial,fuzzy_match
AMEDA,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMD RITMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMD MEDICOM UNITED MEDICAL ENTERPRISE,PRIVATE,PRIVATE,100,partial,fuzzy_match
AMD MEDICOM,PRIVATE,PRIVATE,100,partial,fuzzy_match
ALTIMATE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
YANGZHOU FARTLEY MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
XUZHOU KERNEL MEDICAL INSTRUMENT EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
XTANT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
XOMED MICROFRANCE MFG,PRIVATE,PRIVATE,100,partial,fuzzy_match
XOMED MFG MYSTIC,PRIVATE,PRIVATE,100,partial,fuzzy_match
XODUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
XERIDIEM MEDICAL DEVICES,PRIVATE,PRIVATE,100,partial,fuzzy_match
X,DXCM,US,100,partial,fuzzy_match
WUXI YUSHOU MEDICAL APPLIANCES,PRIVATE,PRIVATE,100,partial,fuzzy_match
WORLD MEDICINE,PRIVATE,PRIVATE,100,partial,fuzzy_match
WOLF,PRIVATE,PRIVATE,100,partial,fuzzy_match
WIZARD RESEARCH,ZBH,US,100,partial,fuzzy_match
WISCONSIN MEDICAL SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
WINNER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARGON MEDICAL PRODUCTIONS AND VERTRIEBS GESELLSCHAFT,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARGENTUM MEDICAL DBA BRAVIDA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARGENTUM MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
APTIS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
APPLIED MEDICAL RESOURCE,PRIVATE,PRIVATE,100,partial,fuzzy_match
APPLIED MEDICAL EUROPE,PRIVATE,PRIVATE,100,partial,fuzzy_match
APOLLO ENDOSURGERY COSTA RICA,PRIVATE,PRIVATE,100,partial,fuzzy_match
AOMORI,7733,JP,100,partial,fuzzy_match
ANHUI HONGYU WUZHOU MEDICAL MANUFACTURER,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASPEN MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASHITAKA,6758,JP,100,partial,fuzzy_match
ARROW MEDSOURCE GROUP,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARROW INTERNATIONAL SUBSIDIARY TELEFLEX,TFX,US,100,partial,fuzzy_match
ARROW INTERNATIONAL CHIHUAHUA C V,TFX,US,100,partial,fuzzy_match
AROBELLA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ARJOHUNTLEIGH,ARJO,SE,100,partial,fuzzy_match
WILLIAM A COOK AUSTRALIA,COO,US,100,partial,fuzzy_match
WICKIMED SUPPLY,PRIVATE,PRIVATE,100,partial,fuzzy_match
WICKIMED MEDICAL EQUIPMENT MANUFACTURING,PRIVATE,PRIVATE,100,partial,fuzzy_match
WICKIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
WENZHOU LIANGTE ELECTRIC,ZBH,US,100,partial,fuzzy_match
WENZEL SPINE,ZBH,US,100,partial,fuzzy_match
WEM EQUIPAMENTOS ELETRONICOS,GALD,CH,100,partial,fuzzy_match
WELMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
WELLMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
WELL LEAD MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
WELCH ALLYN MEXICO S R L C V,BAX,US,100,partial,fuzzy_match
WELCH ALLY,BAX,US,100,partial,fuzzy_match
AVAILMED CV,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVAILMED C V 9,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVAILMED C V,PRIVATE,PRIVATE,100,partial,fuzzy_match
AV MEDICAL TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
AURIS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AUGMEDICS,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATRAVERSE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATOS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ATOM MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
ASSET MEDIKAL TASARIM SAN TIC A S,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN SURGICAL U,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN MEDICL,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN MEDICAL INDUSTRIES SDN,PRIVATE,PRIVATE,100,partial,fuzzy_match
B BRAUN MEDICAL INDUSTRIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
AZIYO BIOLOGICS,ZBH,US,100,partial,fuzzy_match
AXONICS MODEULATION TECHNOLOGIES,BSX,US,100,partial,fuzzy_match
AVIVE SOLUTIONS,HSIC,US,100,partial,fuzzy_match
AVITUS ORTHOPAEDICS,QDEL,US,100,partial,fuzzy_match
AVITA MEDICAL AMERICAS,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVID MEDICAL A MEDICAL ACTION IND 305,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVID MEDICAL A MEDICAL ACTION IND 3,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVID MEDICA A MEDICAL ACTION IND 305,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVENU MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
AVANOS MEDICAL FORMERLY HALYARD HEALTH,PRIVATE,PRIVATE,100,partial,fuzzy_match
WATERMARK MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
WARSAW ORTHOPEDIC,MDT,US,100,partial,fuzzy_match
WALLABY MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
WALKMED TECHNOLOGIES,PRIVATE,PRIVATE,100,partial,fuzzy_match
WALKMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
WAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
W O M WORLD MEDICINE USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
W L GORE ASSOCIATES,PRIVATE,PRIVATE,100,token_set,fuzzy_match
VYGONGMBH,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYGON MFG,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYGON GERMANY,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYARIE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYAIRE MEDICAL PALM SPRINGS,PRIVATE,PRIVATE,100,partial,fuzzy_match
BD MDS DCHU,BDX,US,100,partial,fuzzy_match
BD INSYTE AUTOGUARD,BDX,US,100,partial,fuzzy_match
BD HEADQUARTERS,BDX,US,100,partial,fuzzy_match
BD BECTON DICKINSON AND,BDX,US,100,partial,fuzzy_match
BD BECTON DICKINSON,BDX,US,100,partial,fuzzy_match
BBRAUN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BAXTER,BAX,US,100,partial,fuzzy_match
BARD,BDX,US,100,partial,fuzzy_match
BAIN MEDICAL EQUIPMENT,PRIVATE,PRIVATE,100,partial,fuzzy_match
BECTON DICKNSON MEDICAL DEVICES C0,PRIVATE,PRIVATE,100,partial,fuzzy_match
BECTON DICKINSONINFUSION THERAPY SYSTEMS,BDX,US,100,partial,fuzzy_match
BECTON DICKINSON SANDY,BDX,US,100,partial,fuzzy_match
BECTON DICKINSON AND CAREFUSION,BDX,US,100,partial,fuzzy_match
BECTON,BDX,US,100,partial,fuzzy_match
BECKMAN COULTER MISHIMA,DHR,US,100,partial,fuzzy_match
BECKMAN COULTER BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BECKMAN,DHR,US,100,partial,fuzzy_match
BD SWITZERLAND NOGALES,BDX,US,100,partial,fuzzy_match
BD SWITZERLAND,BDX,US,100,partial,fuzzy_match
VYAIRE MEDICAL PALM,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYAIRE MEDICAL MET,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYAIRE MEDICA,PRIVATE,PRIVATE,100,partial,fuzzy_match
VYAIRE,PRIVATE,PRIVATE,100,partial,fuzzy_match
VORTRAN MEDICAL TECHNOLOGY 1,PRIVATE,PRIVATE,100,partial,fuzzy_match
VONCARE MEDICAL DEVICE,PRIVATE,PRIVATE,100,partial,fuzzy_match
VOLCANO ATHEROMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
VIVAQUANT,GALD,CH,100,partial,fuzzy_match
VITREQ,GALD,CH,100,partial,fuzzy_match
VISCUS BIOLOGICS,BIM,FR,100,partial,fuzzy_match
VISBY MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIODESIX,BIM,FR,100,partial,fuzzy_match
BIODENT,BIM,FR,100,partial,fuzzy_match
BIOCON,BIM,FR,100,partial,fuzzy_match
BIOCOMPATIBLES UK,BIM,FR,100,partial,fuzzy_match
BIOARRAY SOLUTION,BIM,FR,100,partial,fuzzy_match
BIO SIGNAL GROUP,BIM,FR,100,partial,fuzzy_match
BIO SB,BIM,FR,100,partial,fuzzy_match
BETA BIONICS IMC,BBNX,US,100,partial,fuzzy_match
BEST MEDICAL INTERNATIONAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BERRY PLASTICS QINGDAO,GALD,CH,100,partial,fuzzy_match
BENTLEY INNOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
BECTON DICKNSONC0 SUZHOU,ZBH,US,100,partial,fuzzy_match
BIORFIRE DIAGNOSTICS,BIM,FR,100,partial,fuzzy_match
BIOPTIMAL INTERNATIONAL,BIM,FR,100,partial,fuzzy_match
BIOPSYBELL,BIM,FR,100,partial,fuzzy_match
BIONET,BIM,FR,100,partial,fuzzy_match
BIONCISE,BIM,FR,100,partial,fuzzy_match
BIOMET SPAIN S L,BIM,FR,100,partial,fuzzy_match
BIOMET ORTHOPEDICS,BIM,FR,100,partial,fuzzy_match
BIOMET GLOBAL SUPPLY CHAIN CENTER,BIM,FR,100,partial,fuzzy_match
BIOMET 3,ZBH,US,100,partial,fuzzy_match
BIOMERIEUX ITALIA,BIM,FR,100,partial,fuzzy_match
BIOMEDIX WAI,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOMEDICARE,PRIVATE,PRIVATE,100,partial,fuzzy_match
BIOLOGIC MESH,BIM,FR,100,partial,fuzzy_match
BIOLIFE,BIM,FR,100,partial,fuzzy_match
BIOKIT,BIM,FR,100,partial,fuzzy_match
BIODEX MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
BOMIMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
BMC MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BLUEWIND MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BLUE ORTHO,QDEL,US,100,partial,fuzzy_match
BK MEDICAL HOLDING,PRIVATE,PRIVATE,100,partial,fuzzy_match
BITTIUM BIOSIGNALS,BIM,FR,100,partial,fuzzy_match
BIOTRONIX,BIM,FR,100,partial,fuzzy_match
BIOTISSUE HOLDINGS,BIM,FR,100,partial,fuzzy_match
BIOTEQUE TAIWAN,BIM,FR,100,partial,fuzzy_match
BIOTEQUE AMERICA,BIM,FR,100,partial,fuzzy_match
BIOSENSORS EUROPE,BIM,FR,100,partial,fuzzy_match
BIOSENSE WEBSTER A JOHNSON AND JOHNSON,JNJ,US,100,partial,fuzzy_match
BZ,ZBH,US,100,partial,fuzzy_match
BSN MEDICAL C V,PRIVATE,PRIVATE,100,partial,fuzzy_match
BRYN HILL INDUSTRIES,BAX,US,100,partial,fuzzy_match
BROADMASTER BIOTECH,BIM,FR,100,partial,fuzzy_match
BREAS MEDICAL FORETAGSVAGEN 1,PRIVATE,PRIVATE,100,partial,fuzzy_match
BOVIE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
BOSTON SCIENTIFIC MARINA BAY CUST FULFILLMENT CENTER,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC IRELAND,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC CORPOTAION,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC CORPORTATION,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC CORK,BSX,US,100,partial,fuzzy_match
BOSTON SCIENTIFIC CARDIAC DIAGNOSTIC TECHNOLOGIES,BSX,US,100,partial,fuzzy_match
VIANT MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
VESCO MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
VERTOS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
VERO BIOTECH,BIM,FR,100,partial,fuzzy_match
VERATHON,ROST,US,100,partial,fuzzy_match
VENTUREMED GROUP,PRIVATE,PRIVATE,100,partial,fuzzy_match
VENTANA MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
VASCOMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
VARIAN MEDICAL SYSTEMS IMAGING LABORATORY,PRIVATE,PRIVATE,100,partial,fuzzy_match
VARIAN MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARDINAL HEALTH SHANGHAI,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH SANAA CLARA,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH PRESOURCE,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH MEXICO 244,CAH,US,100,partial,fuzzy_match
CARDINAL HEALTH MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARDINAL H HEALTH SANTA CLARA,CAH,US,100,token_set,fuzzy_match
CARDINAL,CAH,US,100,partial,fuzzy_match
CANTEL MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CANON MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CANON MEDICAL SYSEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CALTAG MEDSYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CALIFORNIA BECKMAN COULTER,DHR,US,100,partial,fuzzy_match
CARLSMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARL ZEISS SUZHOU,ZBH,US,100,partial,fuzzy_match
CARESTREAM MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CAREFUSION303,BDX,US,100,partial,fuzzy_match
CAREFUSION ST LOUIS,BDX,US,100,partial,fuzzy_match
CAREFUSION 2000,BDX,US,100,partial,fuzzy_match
CARE WISE MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARDIOVASCULAR SYSTEM,TRUMF,US,100,partial,fuzzy_match
CARDIO MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CARDINAL HEALTH ST,CAH,US,100,partial,fuzzy_match
VARIAN MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
VANTIVE HEALTHCARE,BAX,US,100,token_set,fuzzy_match
VALMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
VALDMED,PRIVATE,PRIVATE,100,partial,fuzzy_match
V,ISRG,US,100,partial,fuzzy_match
UZINMEDICARE,PRIVATE,PRIVATE,100,partial,fuzzy_match
US MEDICAL INNOVATIONS,PRIVATE,PRIVATE,100,partial,fuzzy_match
US MEDCO,PRIVATE,PRIVATE,100,partial,fuzzy_match
US MED EQUIP,PRIVATE,PRIVATE,100,partial,fuzzy_match
US INFUSION D B A TRUECARE BIOMEDIX,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNOMEDICAL ZAVODSKAYA STREET 50,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHONGQING PENINSULA MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHENGDU CRYO PUSH MEDICAL TECHNOLOGY,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHENGDU AI QIN E COMMERCE,GALD,CH,100,partial,fuzzy_match
CHEMENCE MEDICAL PRODUCTS,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHEMENCE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CHARTER MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CG MEDTECH,PRIVATE,PRIVATE,100,partial,fuzzy_match
CETERIX ORTHOPAEDICS,QDEL,US,100,partial,fuzzy_match
CENTURION MEDICAL PRODUCTS LP,PRIVATE,PRIVATE,100,partial,fuzzy_match
CENTRO MEDICO NACIONAL 20 NOVIEMBRE ISSSTE,PRIVATE,PRIVATE,100,partial,fuzzy_match
CENTERLINE BIOMEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CELSIUS MEDICAL SL,PRIVATE,PRIVATE,100,partial,fuzzy_match
COMPANION MEDICAL COMPANION MEDICAL,NVO,DK,100,partial,fuzzy_match
COLUMBIA MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
COLOPLAST,COLO B,DK,100,partial,fuzzy_match
COCHLEAR AMERICAS,COH,AU,100,partial,fuzzy_match
CLEANPLANETERRA VERITAS PACKAGING SOLUTIONS,HSIC,US,100,partial,fuzzy_match
CLARUS MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNOMEDICAL UNDER TANDEM DIABETES,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNOMEDICAL UM D,UMC,MY,100,partial,fuzzy_match
UNOMEDICAL,MDT,US,100,partial,fuzzy_match
UNO MEDICAL A,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNKNOWN MANUFACTURER,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNKNOWN MANUFACTURE,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNKNOWN ALLERGAN,ABBV,US,100,partial,fuzzy_match
UNITED SERVICE SOLUTIONS,HSIC,US,100,partial,fuzzy_match
UNITED ORTHOPEDIC CORPORATIONS,QDEL,US,100,partial,fuzzy_match
UNION MEDICO,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNIMAX MEDICAL SYSTEMS,PRIVATE,PRIVATE,100,partial,fuzzy_match
UNIMAX MEDICAL SYSTEM,PRIVATE,PRIVATE,100,partial,fuzzy_match
ULRICH MEDICAL USA,PRIVATE,PRIVATE,100,partial,fuzzy_match
COOK MEDICAL,COO,US,100,partial,fuzzy_match
COOK L IRELAND,COO,US,100,partial,fuzzy_match
COOK IRELAND LRD,COO,US,100,partial,fuzzy_match
COOK ENDOSCOPY,COO,US,100,partial,fuzzy_match
CONVENTUS FLOWER ORTHOPEDICS,QDEL,US,100,partial,fuzzy_match
CONTIPI MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONTAMAC SOLUTIONS,HSIC,US,100,partial,fuzzy_match
CONSURE MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONOD MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONMED IMPORTER,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONMED DENVER,PRIVATE,PRIVATE,100,partial,fuzzy_match
CONFORMAL MEDICAL,PRIVATE,PRIVATE,100,partial,fuzzy_match
